22:58:42 0 %, 1 MiB
01:18:59 8 %, 2231 MiB
01:19:04 5 %, 2231 MiB
01:19:10 4 %, 2231 MiB
01:19:15 2 %, 2231 MiB
01:19:20 1 %, 2231 MiB
01:19:26 2 %, 2231 MiB
01:19:31 3 %, 2231 MiB
01:19:36 8 %, 2231 MiB
01:19:42 4 %, 2231 MiB
01:19:47 5 %, 2231 MiB
01:19:52 3 %, 2231 MiB
01:19:58 5 %, 2231 MiB
01:20:03 4 %, 2231 MiB
01:20:08 5 %, 2231 MiB
01:20:14 9 %, 2231 MiB
01:20:19 9 %, 2231 MiB
01:20:24 6 %, 2231 MiB
01:20:30 8 %, 2231 MiB
01:20:35 2 %, 2231 MiB
01:20:40 4 %, 2231 MiB
01:20:46 7 %, 2231 MiB
01:20:51 9 %, 2231 MiB
01:20:57 6 %, 2231 MiB
01:21:02 7 %, 2231 MiB
01:21:07 5 %, 2231 MiB
01:21:13 6 %, 2231 MiB
01:21:18 9 %, 2231 MiB
01:21:23 7 %, 2231 MiB
01:21:29 8 %, 2231 MiB
01:21:34 3 %, 2231 MiB
01:21:39 5 %, 2231 MiB
01:21:44 4 %, 2231 MiB
01:21:50 2 %, 2231 MiB
01:21:55 2 %, 2231 MiB
01:22:00 2 %, 2231 MiB
01:22:05 1 %, 2231 MiB
01:22:11 5 %, 2231 MiB
01:22:16 3 %, 2231 MiB
01:22:21 7 %, 2231 MiB
01:22:27 5 %, 2231 MiB
01:22:32 5 %, 2231 MiB
01:22:37 4 %, 2231 MiB
01:22:43 7 %, 2231 MiB
01:22:48 6 %, 2231 MiB
01:22:53 8 %, 2231 MiB
01:22:59 11 %, 2231 MiB
01:23:04 7 %, 2231 MiB
01:23:09 5 %, 2231 MiB
01:23:15 4 %, 2231 MiB
01:23:20 3 %, 2231 MiB
01:23:25 7 %, 2231 MiB
01:23:31 5 %, 2231 MiB
01:23:36 3 %, 2231 MiB
01:23:41 3 %, 2231 MiB
01:23:47 3 %, 2231 MiB
01:23:52 11 %, 2231 MiB
01:23:57 5 %, 2231 MiB
01:24:03 4 %, 2231 MiB
01:24:08 8 %, 2231 MiB
01:24:13 7 %, 2231 MiB
01:24:19 6 %, 2231 MiB
01:24:24 9 %, 2231 MiB
01:24:29 4 %, 2231 MiB
01:24:35 5 %, 2231 MiB
01:24:40 2 %, 2231 MiB
01:24:46 5 %, 2231 MiB
01:24:51 5 %, 2231 MiB
01:24:56 5 %, 2231 MiB
01:25:02 3 %, 2231 MiB
01:25:07 2 %, 2231 MiB
01:25:12 2 %, 2231 MiB
01:25:18 4 %, 2231 MiB
01:25:23 5 %, 2231 MiB
01:25:29 4 %, 2231 MiB
01:25:34 5 %, 2231 MiB
01:25:40 6 %, 2231 MiB
01:25:45 7 %, 2231 MiB
01:25:50 9 %, 2231 MiB
01:25:56 5 %, 2231 MiB
01:26:01 6 %, 2231 MiB
01:26:07 8 %, 2231 MiB
01:26:12 9 %, 2231 MiB
01:26:17 6 %, 2231 MiB
01:26:23 3 %, 2231 MiB
01:26:28 2 %, 2231 MiB
01:26:33 11 %, 2231 MiB
01:26:39 2 %, 2231 MiB
01:26:44 2 %, 2231 MiB
01:26:50 2 %, 2231 MiB
01:26:55 9 %, 2231 MiB
01:27:00 6 %, 2231 MiB
01:27:06 4 %, 2231 MiB
01:27:11 4 %, 2231 MiB
01:27:16 4 %, 2231 MiB
01:27:22 5 %, 2231 MiB
01:27:27 8 %, 2231 MiB
01:27:33 8 %, 2231 MiB
01:27:38 4 %, 2231 MiB
01:27:43 8 %, 2231 MiB
01:27:49 2 %, 2231 MiB
01:27:54 8 %, 2231 MiB
01:27:59 8 %, 2231 MiB
01:28:05 3 %, 2231 MiB
01:28:10 3 %, 2231 MiB
01:28:15 4 %, 2231 MiB
01:28:21 2 %, 2231 MiB
01:28:26 6 %, 2231 MiB
01:28:31 4 %, 2231 MiB
01:28:37 2 %, 2231 MiB
01:28:42 18 %, 2261 MiB
01:28:47 17 %, 2265 MiB
01:28:52 3 %, 2235 MiB
01:28:58 2 %, 2235 MiB
01:29:03 3 %, 2235 MiB
01:29:09 5 %, 2235 MiB
01:29:14 4 %, 2235 MiB
01:29:19 3 %, 2235 MiB
01:29:25 2 %, 2235 MiB
01:29:30 4 %, 2235 MiB
01:29:35 9 %, 2235 MiB
01:29:41 3 %, 2235 MiB
01:29:46 6 %, 2235 MiB
01:29:51 3 %, 2235 MiB
01:29:57 7 %, 2235 MiB
01:30:02 7 %, 2235 MiB
01:30:07 4 %, 2235 MiB
01:30:13 4 %, 2235 MiB
01:30:18 8 %, 2235 MiB
01:30:24 5 %, 2235 MiB
01:30:29 6 %, 2235 MiB
01:30:34 4 %, 2235 MiB
01:30:40 7 %, 2235 MiB
01:30:45 9 %, 2235 MiB
01:30:50 5 %, 2235 MiB
01:30:56 3 %, 2235 MiB
01:31:01 6 %, 2271 MiB
01:31:06 6 %, 2271 MiB
01:31:12 2 %, 2239 MiB
01:31:17 3 %, 2239 MiB
01:31:22 3 %, 2239 MiB
01:31:28 5 %, 2239 MiB
01:31:33 5 %, 2239 MiB
01:31:39 4 %, 2239 MiB
01:31:44 7 %, 2239 MiB
01:31:49 6 %, 2279 MiB
01:31:55 18 %, 2271 MiB
01:32:00 13 %, 2279 MiB
01:32:05 7 %, 2243 MiB
01:32:11 4 %, 2243 MiB
01:32:16 7 %, 2243 MiB
01:32:22 4 %, 2243 MiB
01:32:27 6 %, 2243 MiB
01:32:32 6 %, 2243 MiB
01:32:38 6 %, 2243 MiB
01:32:43 7 %, 2243 MiB
01:32:48 9 %, 2243 MiB
01:32:54 5 %, 2243 MiB
01:32:59 7 %, 2243 MiB
01:33:05 12 %, 2243 MiB
01:33:10 3 %, 2243 MiB
01:33:15 3 %, 2243 MiB
01:33:21 3 %, 2243 MiB
01:33:26 0 %, 1 MiB
01:33:31 0 %, 1 MiB
01:33:36 0 %, 1099 MiB
01:33:41 0 %, 1099 MiB
01:33:46 0 %, 1207 MiB
01:33:51 0 %, 1315 MiB
01:33:56 0 %, 1315 MiB
01:34:01 0 %, 1315 MiB
01:34:06 0 %, 1315 MiB
01:34:11 0 %, 1315 MiB
01:34:16 0 %, 1315 MiB
01:34:21 1 %, 1315 MiB
01:34:26 3 %, 1315 MiB
01:34:32 6 %, 1315 MiB
01:34:37 4 %, 1315 MiB
01:34:43 4 %, 1315 MiB
01:34:48 2 %, 1315 MiB
01:34:53 3 %, 1315 MiB
01:34:59 3 %, 1315 MiB
01:35:04 6 %, 1315 MiB
01:35:09 7 %, 1315 MiB
01:35:15 2 %, 1315 MiB
01:35:20 5 %, 1315 MiB
01:35:26 6 %, 1315 MiB
01:35:31 6 %, 1315 MiB
01:35:36 5 %, 1315 MiB
01:35:42 7 %, 1315 MiB
01:35:47 6 %, 1315 MiB
01:35:52 6 %, 1315 MiB
01:35:58 5 %, 1315 MiB
01:36:03 6 %, 1315 MiB
01:36:08 5 %, 1315 MiB
01:36:14 6 %, 1315 MiB
01:36:19 5 %, 1315 MiB
01:36:24 2 %, 1315 MiB
01:36:30 3 %, 1315 MiB
01:36:35 2 %, 1315 MiB
01:36:40 4 %, 1315 MiB
01:36:46 7 %, 1315 MiB
01:36:51 7 %, 1315 MiB
01:36:57 5 %, 1315 MiB
01:37:02 4 %, 1315 MiB
01:37:07 6 %, 1315 MiB
01:37:13 5 %, 1315 MiB
01:37:18 7 %, 1315 MiB
01:37:23 5 %, 1315 MiB
01:37:29 9 %, 1315 MiB
01:37:34 3 %, 1315 MiB
01:37:39 9 %, 1315 MiB
01:37:45 11 %, 1315 MiB
01:37:50 2 %, 1315 MiB
01:37:55 3 %, 1315 MiB
01:38:00 2 %, 1315 MiB
01:38:06 9 %, 1315 MiB
01:38:11 7 %, 1315 MiB
01:38:16 9 %, 1315 MiB
01:38:22 7 %, 1315 MiB
01:38:27 8 %, 1315 MiB
01:38:33 7 %, 1315 MiB
01:38:38 6 %, 1315 MiB
01:38:43 5 %, 1315 MiB
01:38:49 9 %, 1315 MiB
01:38:54 6 %, 1315 MiB
01:38:59 9 %, 1315 MiB
01:39:05 6 %, 1315 MiB
01:39:10 7 %, 1315 MiB
01:39:15 7 %, 1315 MiB
01:39:21 4 %, 1315 MiB
01:39:26 7 %, 1315 MiB
01:39:31 10 %, 1315 MiB
01:39:37 3 %, 1315 MiB
01:39:42 2 %, 1315 MiB
01:39:47 1 %, 1315 MiB
01:39:53 8 %, 1315 MiB
01:39:58 6 %, 1315 MiB
01:40:04 8 %, 1315 MiB
01:40:09 11 %, 1315 MiB
01:40:14 11 %, 1315 MiB
01:40:20 4 %, 1315 MiB
01:40:25 10 %, 1315 MiB
01:40:31 7 %, 1315 MiB
01:40:36 4 %, 1315 MiB
01:40:41 7 %, 1315 MiB
01:40:47 8 %, 1315 MiB
01:40:52 3 %, 1315 MiB
01:40:57 2 %, 1575 MiB
01:41:03 5 %, 1577 MiB
01:41:08 3 %, 1545 MiB
01:41:13 6 %, 1545 MiB
01:41:19 5 %, 1545 MiB
01:41:24 6 %, 1545 MiB
01:41:29 10 %, 1545 MiB
01:41:35 4 %, 1545 MiB
01:41:40 7 %, 1545 MiB
01:41:46 3 %, 1545 MiB
01:41:51 7 %, 1545 MiB
01:41:56 7 %, 1545 MiB
01:42:02 5 %, 1545 MiB
01:42:07 5 %, 1545 MiB
01:42:12 6 %, 1545 MiB
01:42:18 2 %, 1545 MiB
01:42:23 3 %, 1545 MiB
01:42:28 3 %, 1545 MiB
01:42:34 4 %, 1545 MiB
01:42:39 9 %, 1545 MiB
01:42:44 7 %, 1545 MiB
01:42:50 9 %, 1569 MiB
01:42:55 4 %, 1803 MiB
01:43:01 6 %, 1813 MiB
01:43:06 9 %, 1807 MiB
01:43:11 18 %, 2061 MiB
01:43:17 11 %, 2071 MiB
01:43:22 4 %, 2031 MiB
01:43:27 5 %, 2043 MiB
01:43:32 3 %, 2005 MiB
01:43:38 11 %, 2005 MiB
01:43:43 3 %, 2005 MiB
01:43:48 6 %, 2005 MiB
01:43:54 4 %, 2005 MiB
01:43:59 5 %, 2005 MiB
01:44:04 4 %, 2005 MiB
01:44:10 8 %, 2005 MiB
01:44:15 11 %, 2005 MiB
01:44:21 3 %, 2005 MiB
01:44:26 3 %, 2005 MiB
01:44:32 5 %, 2005 MiB
01:44:37 5 %, 2005 MiB
01:44:42 2 %, 2005 MiB
01:44:48 2 %, 2005 MiB
01:44:53 7 %, 2005 MiB
01:44:58 2 %, 2005 MiB
01:45:04 2 %, 2005 MiB
01:45:09 5 %, 2005 MiB
01:45:14 4 %, 2005 MiB
01:45:20 3 %, 2005 MiB
01:45:25 4 %, 2005 MiB
01:45:30 11 %, 2005 MiB
01:45:36 4 %, 2005 MiB
01:45:41 7 %, 2005 MiB
01:45:46 3 %, 2005 MiB
01:45:52 10 %, 2005 MiB
01:45:57 6 %, 2005 MiB
01:46:02 4 %, 2005 MiB
01:46:08 12 %, 2269 MiB
01:46:13 14 %, 2265 MiB
01:46:18 3 %, 2233 MiB
01:46:24 2 %, 2233 MiB
01:46:29 2 %, 2233 MiB
01:46:35 2 %, 2233 MiB
01:46:40 1 %, 2233 MiB
01:46:45 5 %, 2233 MiB
01:46:50 6 %, 2233 MiB
01:46:56 4 %, 2233 MiB
01:47:01 8 %, 2233 MiB
01:47:07 5 %, 2233 MiB
01:47:12 7 %, 2233 MiB
01:47:17 7 %, 2233 MiB
01:47:23 4 %, 2233 MiB
01:47:28 4 %, 2233 MiB
01:47:33 7 %, 2233 MiB
01:47:39 7 %, 2233 MiB
01:47:44 6 %, 2233 MiB
01:47:49 2 %, 2233 MiB
01:47:55 3 %, 2233 MiB
01:48:00 7 %, 2233 MiB
01:48:05 4 %, 2233 MiB
01:48:11 7 %, 2233 MiB
01:48:16 8 %, 2233 MiB
01:48:21 3 %, 2233 MiB
01:48:27 2 %, 2233 MiB
01:48:32 7 %, 2233 MiB
01:48:37 7 %, 2233 MiB
01:48:43 6 %, 2233 MiB
01:48:48 6 %, 2233 MiB
01:48:53 9 %, 2233 MiB
01:48:59 4 %, 2233 MiB
01:49:04 7 %, 2233 MiB
01:49:10 2 %, 2233 MiB
01:49:15 4 %, 2233 MiB
01:49:20 3 %, 2233 MiB
01:49:26 2 %, 2233 MiB
01:49:31 3 %, 2233 MiB
01:49:36 1 %, 2233 MiB
01:49:42 6 %, 2233 MiB
01:49:47 3 %, 2233 MiB
01:49:52 7 %, 2233 MiB
01:49:57 5 %, 2233 MiB
01:50:03 7 %, 2233 MiB
01:50:08 2 %, 2233 MiB
01:50:14 7 %, 2233 MiB
01:50:19 3 %, 2233 MiB
01:50:24 8 %, 2233 MiB
01:50:29 10 %, 2233 MiB
01:50:35 5 %, 2233 MiB
01:50:40 3 %, 2233 MiB
01:50:46 2 %, 2233 MiB
01:50:51 3 %, 2233 MiB
01:50:56 6 %, 2233 MiB
01:51:02 7 %, 2233 MiB
01:51:07 5 %, 2233 MiB
01:51:12 11 %, 2233 MiB
01:51:18 11 %, 2233 MiB
01:51:23 5 %, 2233 MiB
01:51:28 10 %, 2233 MiB
01:51:34 7 %, 2233 MiB
01:51:39 2 %, 2233 MiB
01:51:44 6 %, 2233 MiB
01:51:50 7 %, 2233 MiB
01:51:55 3 %, 2233 MiB
01:52:00 2 %, 2233 MiB
01:52:06 8 %, 2233 MiB
01:52:11 6 %, 2233 MiB
01:52:16 4 %, 2233 MiB
01:52:21 5 %, 2233 MiB
01:52:27 1 %, 2233 MiB
01:52:32 3 %, 2233 MiB
01:52:37 6 %, 2233 MiB
01:52:43 4 %, 2233 MiB
01:52:48 3 %, 2233 MiB
01:52:54 4 %, 2233 MiB
01:52:59 7 %, 2233 MiB
01:53:04 8 %, 2233 MiB
01:53:10 5 %, 2233 MiB
01:53:15 2 %, 2233 MiB
01:53:20 2 %, 2233 MiB
01:53:26 2 %, 2233 MiB
01:53:31 5 %, 2233 MiB
01:53:36 3 %, 2233 MiB
01:53:42 7 %, 2233 MiB
01:53:47 6 %, 2233 MiB
01:53:53 6 %, 2233 MiB
01:53:58 8 %, 2233 MiB
01:54:03 12 %, 2233 MiB
01:54:09 6 %, 2233 MiB
01:54:14 7 %, 2233 MiB
01:54:19 5 %, 2233 MiB
01:54:25 5 %, 2233 MiB
01:54:30 6 %, 2233 MiB
01:54:36 3 %, 2233 MiB
01:54:41 3 %, 2233 MiB
01:54:46 8 %, 2233 MiB
01:54:52 2 %, 2233 MiB
01:54:57 7 %, 2233 MiB
01:55:02 7 %, 2233 MiB
01:55:08 8 %, 2233 MiB
01:55:13 2 %, 2233 MiB
01:55:18 5 %, 2233 MiB
01:55:24 7 %, 2233 MiB
01:55:29 6 %, 2233 MiB
01:55:35 7 %, 2233 MiB
01:55:40 5 %, 2233 MiB
01:55:45 7 %, 2233 MiB
01:55:51 4 %, 2233 MiB
01:55:56 2 %, 2233 MiB
01:56:01 2 %, 2233 MiB
01:56:07 7 %, 2233 MiB
01:56:12 3 %, 2233 MiB
01:56:17 3 %, 2233 MiB
01:56:23 3 %, 2233 MiB
01:56:28 2 %, 2233 MiB
01:56:34 10 %, 2233 MiB
01:56:39 6 %, 2233 MiB
01:56:44 7 %, 2233 MiB
01:56:50 3 %, 2233 MiB
01:56:55 5 %, 2233 MiB
01:57:01 5 %, 2233 MiB
01:57:06 6 %, 2233 MiB
01:57:11 4 %, 2233 MiB
01:57:17 7 %, 2233 MiB
01:57:22 3 %, 2233 MiB
01:57:27 2 %, 2233 MiB
01:57:33 7 %, 2233 MiB
01:57:38 8 %, 2233 MiB
01:57:43 6 %, 2233 MiB
01:57:49 5 %, 2233 MiB
01:57:54 2 %, 2233 MiB
01:57:59 2 %, 2233 MiB
01:58:05 2 %, 2233 MiB
01:58:10 1 %, 2233 MiB
01:58:16 2 %, 2233 MiB
01:58:21 1 %, 2233 MiB
01:58:26 3 %, 2233 MiB
01:58:32 3 %, 2233 MiB
01:58:37 3 %, 2233 MiB
01:58:42 4 %, 2233 MiB
01:58:48 2 %, 2233 MiB
01:58:53 8 %, 2267 MiB
01:58:59 14 %, 2271 MiB
01:59:04 6 %, 2271 MiB
01:59:09 2 %, 2267 MiB
01:59:15 3 %, 2237 MiB
01:59:20 3 %, 2237 MiB
01:59:25 4 %, 2237 MiB
01:59:31 7 %, 2237 MiB
01:59:36 8 %, 2237 MiB
01:59:41 9 %, 2237 MiB
01:59:47 3 %, 2237 MiB
01:59:52 5 %, 2237 MiB
01:59:57 9 %, 2237 MiB
02:00:03 9 %, 2237 MiB
02:00:08 8 %, 2237 MiB
02:00:13 8 %, 2237 MiB
02:00:19 2 %, 2237 MiB
02:00:24 3 %, 2237 MiB
02:00:29 4 %, 2237 MiB
02:00:35 6 %, 2237 MiB
02:00:40 4 %, 2237 MiB
02:00:46 7 %, 2237 MiB
02:00:51 6 %, 2237 MiB
02:00:56 5 %, 2237 MiB
02:01:02 3 %, 2237 MiB
02:01:07 2 %, 2237 MiB
02:01:12 8 %, 2237 MiB
02:01:18 4 %, 2237 MiB
02:01:23 4 %, 2237 MiB
02:01:28 4 %, 2237 MiB
02:01:34 6 %, 2237 MiB
02:01:39 3 %, 2237 MiB
02:01:44 3 %, 2237 MiB
02:01:50 4 %, 2237 MiB
02:01:55 5 %, 2237 MiB
02:02:00 3 %, 2237 MiB
02:02:06 8 %, 2237 MiB
02:02:11 9 %, 2237 MiB
02:02:17 10 %, 2269 MiB
02:02:22 10 %, 2271 MiB
02:02:27 6 %, 2275 MiB
02:02:33 12 %, 2267 MiB
02:02:38 12 %, 2279 MiB
02:02:43 10 %, 2273 MiB
02:02:49 8 %, 2279 MiB
02:02:54 12 %, 2275 MiB
02:03:00 3 %, 2275 MiB
02:03:05 5 %, 2245 MiB
02:03:10 7 %, 2245 MiB
02:03:16 2 %, 2245 MiB
02:03:21 5 %, 2245 MiB
02:03:26 4 %, 2245 MiB
02:03:32 10 %, 2245 MiB
02:03:37 7 %, 2245 MiB
02:03:43 7 %, 2245 MiB
02:03:48 7 %, 2245 MiB
02:03:53 10 %, 2245 MiB
02:03:59 8 %, 2245 MiB
02:04:04 4 %, 2245 MiB
02:04:09 3 %, 2245 MiB
02:04:15 6 %, 2245 MiB
02:04:20 3 %, 2245 MiB
02:04:25 8 %, 2245 MiB
02:04:31 6 %, 2245 MiB
02:04:36 2 %, 2245 MiB
02:04:42 6 %, 2245 MiB
02:04:47 9 %, 2245 MiB
02:04:52 7 %, 2245 MiB
02:04:57 2 %, 2245 MiB
02:05:03 4 %, 2245 MiB
02:05:08 6 %, 2245 MiB
02:05:13 7 %, 2245 MiB
02:05:19 4 %, 2245 MiB
02:05:24 6 %, 2245 MiB
02:05:30 4 %, 2245 MiB
02:05:35 4 %, 2245 MiB
02:05:40 3 %, 2245 MiB
02:05:46 1 %, 2245 MiB
02:05:51 3 %, 2245 MiB
02:05:57 9 %, 2245 MiB
02:06:02 5 %, 2245 MiB
02:06:08 4 %, 2245 MiB
02:06:13 7 %, 2245 MiB
02:06:18 10 %, 2245 MiB
02:06:24 8 %, 2245 MiB
02:06:29 6 %, 2245 MiB
02:06:35 7 %, 2245 MiB
02:06:40 5 %, 2245 MiB
02:06:45 4 %, 2245 MiB
02:06:51 4 %, 2245 MiB
02:06:56 4 %, 2245 MiB
02:07:01 4 %, 2245 MiB
02:07:07 4 %, 2245 MiB
02:07:12 9 %, 2245 MiB
02:07:17 3 %, 2245 MiB
02:07:23 3 %, 2245 MiB
02:07:28 6 %, 2245 MiB
02:07:33 5 %, 2245 MiB
02:07:39 9 %, 2245 MiB
02:07:44 4 %, 2245 MiB
02:07:49 9 %, 2245 MiB
02:07:55 9 %, 2245 MiB
02:08:00 6 %, 2245 MiB
02:08:06 5 %, 2245 MiB
02:08:11 9 %, 2245 MiB
02:08:16 5 %, 2245 MiB
02:08:22 3 %, 2245 MiB
02:08:27 5 %, 2245 MiB
02:08:32 3 %, 2245 MiB
02:08:38 11 %, 2245 MiB
02:08:43 6 %, 2245 MiB
02:08:48 8 %, 2245 MiB
02:08:54 5 %, 2245 MiB
02:08:59 10 %, 2245 MiB
02:09:04 8 %, 2245 MiB
02:09:10 12 %, 2245 MiB
02:09:15 11 %, 2245 MiB
02:09:21 10 %, 2245 MiB
02:09:26 7 %, 2245 MiB
02:09:32 7 %, 2245 MiB
02:09:37 3 %, 2245 MiB
02:09:43 2 %, 2245 MiB
02:09:48 7 %, 2245 MiB
02:09:53 13 %, 2245 MiB
02:09:58 6 %, 2245 MiB
02:10:04 6 %, 2245 MiB
02:10:09 3 %, 2245 MiB
02:10:14 2 %, 2245 MiB
02:10:20 3 %, 2245 MiB
02:10:25 4 %, 2245 MiB
02:10:31 5 %, 2245 MiB
02:10:36 7 %, 2245 MiB
02:10:41 7 %, 2245 MiB
02:10:47 3 %, 2245 MiB
02:10:52 2 %, 2245 MiB
02:10:57 2 %, 2245 MiB
02:11:03 2 %, 2245 MiB
02:11:08 5 %, 2245 MiB
02:11:13 4 %, 2245 MiB
02:11:19 8 %, 2245 MiB
02:11:24 7 %, 2245 MiB
02:11:29 2 %, 2245 MiB
02:11:35 1 %, 2245 MiB
02:11:40 6 %, 2245 MiB
02:11:45 7 %, 2245 MiB
02:11:51 4 %, 2285 MiB
02:11:56 12 %, 2275 MiB
02:12:01 7 %, 2283 MiB
02:12:07 4 %, 2285 MiB
02:12:12 7 %, 2253 MiB
02:12:17 2 %, 2253 MiB
02:12:23 6 %, 2253 MiB
02:12:28 5 %, 2253 MiB
02:12:33 5 %, 2253 MiB
02:12:39 9 %, 2253 MiB
02:12:44 5 %, 2253 MiB
02:12:49 3 %, 2253 MiB
02:12:55 5 %, 2253 MiB
02:13:00 4 %, 2253 MiB
02:13:05 2 %, 2253 MiB
02:13:11 3 %, 2253 MiB
02:13:16 5 %, 2253 MiB
02:13:22 2 %, 2253 MiB
02:13:27 5 %, 2253 MiB
02:13:32 5 %, 2253 MiB
02:13:37 7 %, 2253 MiB
02:13:43 10 %, 2253 MiB
02:13:48 5 %, 2253 MiB
02:13:54 6 %, 2253 MiB
02:13:59 6 %, 2253 MiB
02:14:04 8 %, 2253 MiB
02:14:10 3 %, 2253 MiB
02:14:15 13 %, 2287 MiB
02:14:21 9 %, 2283 MiB
02:14:26 9 %, 2287 MiB
02:14:31 3 %, 2257 MiB
02:14:36 2 %, 2257 MiB
02:14:42 3 %, 2257 MiB
02:14:47 3 %, 2257 MiB
02:14:53 5 %, 2257 MiB
02:14:58 8 %, 2257 MiB
02:15:03 5 %, 2257 MiB
02:15:09 7 %, 2257 MiB
02:15:14 7 %, 2257 MiB
02:15:19 6 %, 2257 MiB
02:15:25 4 %, 2257 MiB
02:15:30 8 %, 2257 MiB
02:15:36 5 %, 2257 MiB
02:15:41 5 %, 2257 MiB
02:15:46 7 %, 2257 MiB
02:15:52 2 %, 2257 MiB
02:15:57 6 %, 2257 MiB
02:16:02 2 %, 2257 MiB
02:16:08 3 %, 2257 MiB
02:16:13 7 %, 2257 MiB
02:16:18 5 %, 2257 MiB
02:16:23 7 %, 2257 MiB
02:16:29 7 %, 2257 MiB
02:16:34 6 %, 2257 MiB
02:16:40 4 %, 2257 MiB
02:16:45 6 %, 2257 MiB
02:16:50 6 %, 2257 MiB
02:16:56 3 %, 2257 MiB
02:17:01 7 %, 2257 MiB
02:17:06 2 %, 2257 MiB
02:17:12 8 %, 2257 MiB
02:17:17 5 %, 2257 MiB
02:17:23 3 %, 2257 MiB
02:17:28 5 %, 2257 MiB
02:17:33 2 %, 2257 MiB
02:17:38 10 %, 2257 MiB
02:17:44 4 %, 2257 MiB
02:17:49 6 %, 2257 MiB
02:17:55 5 %, 2257 MiB
02:18:00 8 %, 2257 MiB
02:18:05 8 %, 2257 MiB
02:18:11 2 %, 2257 MiB
02:18:16 2 %, 2257 MiB
02:18:22 6 %, 2257 MiB
02:18:27 6 %, 2257 MiB
02:18:32 5 %, 2257 MiB
02:18:38 8 %, 2257 MiB
02:18:43 7 %, 2257 MiB
02:18:48 10 %, 2257 MiB
02:18:54 12 %, 2257 MiB
02:18:59 4 %, 2257 MiB
02:19:04 3 %, 2257 MiB
02:19:10 4 %, 2257 MiB
02:19:15 7 %, 2257 MiB
02:19:21 4 %, 2257 MiB
02:19:26 6 %, 2257 MiB
02:19:31 7 %, 2257 MiB
02:19:37 8 %, 2257 MiB
02:19:42 6 %, 2257 MiB
02:19:47 6 %, 2257 MiB
02:19:53 5 %, 2257 MiB
02:19:58 5 %, 2257 MiB
02:20:03 8 %, 2257 MiB
02:20:09 6 %, 2257 MiB
02:20:14 4 %, 2257 MiB
02:20:19 6 %, 2257 MiB
02:20:25 4 %, 2257 MiB
02:20:30 1 %, 2257 MiB
02:20:35 5 %, 2283 MiB
02:20:41 7 %, 2281 MiB
02:20:46 12 %, 2289 MiB
02:20:51 9 %, 2287 MiB
02:20:57 11 %, 2291 MiB
02:21:02 6 %, 2261 MiB
02:21:07 10 %, 2261 MiB
02:21:13 11 %, 2261 MiB
02:21:18 7 %, 2261 MiB
02:21:23 2 %, 2261 MiB
02:21:29 5 %, 2261 MiB
02:21:34 5 %, 2261 MiB
02:21:39 6 %, 2261 MiB
02:21:45 18 %, 2289 MiB
02:21:50 13 %, 2293 MiB
02:21:56 9 %, 2287 MiB
02:22:01 3 %, 2265 MiB
02:22:06 5 %, 2265 MiB
02:22:12 4 %, 2265 MiB
02:22:17 8 %, 2265 MiB
02:22:22 10 %, 2265 MiB
02:22:28 1 %, 2265 MiB
02:22:33 6 %, 2265 MiB
02:22:38 7 %, 2265 MiB
02:22:44 2 %, 2265 MiB
02:22:49 3 %, 2265 MiB
02:22:54 6 %, 2265 MiB
02:23:00 5 %, 2265 MiB
02:23:05 8 %, 2265 MiB
02:23:10 8 %, 2265 MiB
02:23:16 10 %, 2265 MiB
02:23:21 3 %, 2265 MiB
02:23:26 2 %, 2265 MiB
02:23:32 4 %, 2265 MiB
02:23:37 6 %, 2265 MiB
02:23:42 6 %, 2265 MiB
02:23:47 6 %, 2265 MiB
02:23:53 4 %, 2265 MiB
02:23:58 1 %, 2265 MiB
02:24:03 8 %, 2265 MiB
02:24:09 4 %, 2265 MiB
02:24:14 5 %, 2265 MiB
02:24:19 6 %, 2265 MiB
02:24:25 3 %, 2265 MiB
02:24:30 6 %, 2265 MiB
02:24:36 3 %, 2265 MiB
02:24:41 8 %, 2265 MiB
02:24:46 1 %, 2265 MiB
02:24:52 9 %, 2265 MiB
02:24:57 7 %, 2265 MiB
02:25:02 6 %, 2265 MiB
02:25:08 7 %, 2265 MiB
02:25:13 8 %, 2265 MiB
02:25:18 4 %, 2265 MiB
02:25:24 2 %, 2265 MiB
02:25:29 3 %, 2265 MiB
02:25:34 2 %, 2265 MiB
02:25:40 2 %, 2265 MiB
02:25:45 2 %, 2265 MiB
02:25:50 6 %, 2265 MiB
02:25:56 5 %, 2265 MiB
02:26:01 4 %, 2265 MiB
02:26:07 6 %, 2265 MiB
02:26:12 7 %, 2265 MiB
02:26:18 9 %, 2265 MiB
02:26:23 5 %, 2265 MiB
02:26:29 7 %, 2265 MiB
02:26:34 7 %, 2265 MiB
02:26:39 7 %, 2265 MiB
02:26:45 3 %, 2265 MiB
02:26:50 7 %, 2265 MiB
02:26:55 5 %, 2265 MiB
02:27:01 9 %, 2265 MiB
02:27:06 7 %, 2265 MiB
02:27:11 9 %, 2265 MiB
02:27:17 7 %, 2265 MiB
02:27:22 3 %, 2265 MiB
02:27:28 2 %, 2265 MiB
02:27:33 6 %, 2265 MiB
02:27:39 5 %, 2265 MiB
02:27:44 9 %, 2265 MiB
02:27:49 3 %, 2265 MiB
02:27:55 3 %, 2265 MiB
02:28:00 2 %, 2265 MiB
02:28:05 3 %, 2265 MiB
